Sebep Kod,Sebep Açıklama,Zorunlu Alan,Sebep Nevi
1417,5436 S.K. GEREĞİ BİRİM YAPILANMASI,Başlama Tarihi,5
1418,AÇIKTAN ATANMA (5442 S.K. 30. MD.),Başlama Tarihi,1
1419,5442 S.K. GEREĞİ UNVAN DEĞİŞİKLİĞİ,Başlama Tarihi,5
1420,5622 S.K. GEREĞİ BİRİM YAPILANMASI,Başlama Tarihi,5
1421,6085 S.K. GEÇ. 2. MD. 4. FIK GEREĞİ ATANMA,Başlama Tarihi,5
1422,AÇIKTAN ATANMA (657 S.K. 225. MD.),Başlama Tarihi,1
1423,AÇIKTAN ATANMA (657 S.K. EK GEÇİCİ 9. MD.),Başlama Tarihi,1
1424,659 S.K.H.K. GEREĞİ ATANMA,Başlama Tarihi,5
1425,666 S.K.H.K. GEREĞİ,Başlama Tarihi,5
1426,666 S.K.H.K. 5. MD. P FIK GEREĞİ EK GÖSTERGE DEĞİŞİKLİĞİ,Başlama Tarihi,5
1427,7126 S.K. EK 6. . MD. GEREĞİ ATANMA,Başlama Tarihi,5
1428,94 SERİ NOLU TEBLİĞ GEREĞİNCE,Başlama Tarihi,5
1429,68 SERİ NOLU TEBLİĞ GEREĞİNCE,Başlama Tarihi,5
1430,2659 S.K. UYGULAMA YÖNETMELİĞİNİN 22 MD.İLİŞİK KESME,Bitiş Tarihi,2
1431,MAHKEME KARARIYLA KADROLUDAN SÖZLEŞMELİYE (657 S.K. 4/B) GEÇİŞ,Bitiş Tarihi,2
1432,"AÇIKTAN ATANMA (657 S.K. 36/A-5,6-B, VE A-9 FIK. GEREĞİ)   ",Başlama Tarihi,1
1433,AÇIKTAN ATANMA (657 S.K. 36/A-1 FIK. GEREĞİ),Başlama Tarihi,1
1434,NAKİL TAYİN GELEN (K.K.K.),Başlama Tarihi,5
1435,"UZMAN JANDARMALIĞA NASIP (3466 S.K. 5/A, 12., 22. MD.)",Başlama Tarihi,1
1436,"LEHE NASIP DÜZELTMESİ (ASKERLİK HİZMETİ)(3466 S.K. 12. MD.,UZM.J.ATAMA VE SİC.YÖN.56 MD.)",Başlama Tarihi,5
1437,"LEHE NASIP DÜZ.(MAH.KAR.GER.)(3466 S.K.10,11,12,13MD926S.K.65MD.UZM.J.AT.VESİC.YÖN.58,66MD.)",Başlama Tarihi,5
1438,"RÜTBE TERFİ (3466 S.K. 10,11,12,13 MD. VE UZM.J.ATAMA VE SİC.YÖN.56, 57, 58 MD.)",Başlama Tarihi,5
1439,KADEME İLERLEMESİ (3466 S.K. 13. MD. VE UZM.J.ATAMA VE SİC.YÖN. 59. MD.),Başlama Tarihi,5
1440,KADEME İLERLEMESİ YAPAMAMA (AYLIKSIZ İZİNDE) ( 3466 S.K. 20.MD. VE 926 S.K. EK MADDE 20),Başlama Tarihi,5
1441,KADEME İLER. YAPAMAMA (SİC. NOTU %60'IN ALTI.)(3466 S.K. 13. MD. VE UZM.J.AT. VE SİC.YÖN.59. MD.),Başlama Tarihi,5
1442,KADEME İLER. YAPAMAMA (HAK. TAN. EDİLEN SC YOK ) (3466 S.K. 13. MD. VE UZM.J.AT. VE SİC.YÖN. 63 MD.),Başlama Tarihi,5
1443,KADEME İLER.YAPAMAMA(AÇIK/TUTUK/FİRAR/İZİN TEC)(3466 S.K.17 926S.K. 65.MDVE .ATAMAVESİC.YÖN.66.MD),Başlama Tarihi,5
1444,"KADEME İLERLEMESİ İPTALİ (3466 S.K. 17.  MD., 926 S.K. 65. MD. VE UZM.J.ATAMA VE SİC.YÖN.66. MD.)",Başlama Tarihi,5
1445,KIDEM İNDİRİMİ (AL NASIP DÜZ) (3466 S.K. 17. MD. 926 S.K. 36/A MD. VE UZM.J.AT. VE SİC.YÖN. 67. MD.),Başlama Tarihi,5
1446,RÜTBE TERFİİ YAPAMAMA (2/3 SİCİL ŞARTI NED.) (3466 S.K. 13. MD. VE UZM.J.AT.VE SİC.YÖN.56. MD.),Başlama Tarihi,5
1447,RÜTBE TERFİİ YAPAMAMA(AÇIK/TUTUK/FİR/İZİN T)(3466 S.K. 17. MD 926 S.K. 65. MD VE AT. VE SC.Y.66. MD),Başlama Tarihi,5
1448,RÜTBE TERFİİ YAPAMAMA  (AYLIKSIZ İZİN) (3466 S.K. 20 VE  926 S.K. EK MADDE 20),Başlama Tarihi,5
1449,"RÜTBE BEK. SÜR. UZATILMASI (RÜT. AİT SC NOT ORT. %60IN ALT)(3466 S.K. 13. VE AT. VE SC.Y. 56,68. MD)",Başlama Tarihi,5
1450,RÜTBE BEK SÜR UZATILMASI (ASTSB.LIĞA GEÇİŞ KUR. BAŞ.SIZLIK)(3466 S.K. 18.MD VE AT. VE SİC.YÖN.87.MD),Başlama Tarihi,5
1451,"RÜTBE TERFİİ İPTALİ (3466 S.K. 17.  MD., 926 S.K. 65. MD. VE UZM.J.ATAMA VE SİC.YÖN. 66. MD.)",Başlama Tarihi,5
1452,NASIP DÜZELTMESİ İPTALİ (MAHKEME KARARI),Başlama Tarihi,5
1453,UZMAN JANDARMALIKTAN ASTSUBAYLIĞA GEÇİŞ  (3466 S.K. 18. MD.VE UZM.J.ATAMA VE SİC.YÖN.86. MD.),Başlama Tarihi,5
1454,"1'NCİ DERECEYE YÜKSELME (LİSE MEZUNU, SON 6 YILLIK SİCİL NOT ORT. GÖRE) (3466 S.K. EK-1 MD.)",Başlama Tarihi,5
1455,İNTİBAK (LİSE 1 DERECE) (3466 S.K. GEÇİCİ-6 MD.),Başlama Tarihi,5
1456,İNTİBAK (2 YILLIK YÜKSEKOKUL 1 DERECE 1 KADEME ) (3466 S.K. GEÇİCİ-6 MD.),Başlama Tarihi,5
1457,İNTİBAK (3 YILLIK YÜKSEKOKUL 1 DERECE 2 KADEME ) (3466 S.K. GEÇİCİ-6 MD.),Başlama Tarihi,5
1458,İNTİBAK (4 YILLIK LİSANS 2  DERECE) (3466 S.K. GEÇİCİ-6 MD.),Başlama Tarihi,5
1459,İNTİBAK (LİSE 1 DERECE) (3466 S.K. EK-1 MD.),Başlama Tarihi,5
1460,İNTİBAK (2 YILLIK YÜKSEKOKUL  1 KADEME ) (3466 S.K. EK-1 MD.),Başlama Tarihi,5
1461,İNTİBAK (3 YILLIK YÜKSEKOKUL  2 KADEME ) (3466 S.K. EK-1 MD.),Başlama Tarihi,5
1462,İNTİBAK (4 YILLIK LİSANS 1 DERECE) (3466 S.K. EK-1 MD.),Başlama Tarihi,5
1463,İNTİBAK (4 YILLIK LİSANS TAMAMLAMA 2 KADEME) (3466 S.K. EK-1 MD.),Başlama Tarihi,5
1464,İNTİBAK (4 YILLIK LİSANS TAMAMLAMA 1 KADEME) (3466 S.K. EK-1 MD.),Başlama Tarihi,5
1465,TSK'DEN İLİŞİK KESME (YETERSİZLİK)(3466 S.K. 13. MD. VE AT. VE SİC.YÖN. 68.  MD.),Bitiş Tarihi,2
1466,TSK'DEN İLİŞİK KESME (YETERSİZLİK)(3466 S.K. 13. MD. VE AT. VE SİC.YÖN. 69.  MD.),Bitiş Tarihi,2
1467,TSK'DEN İLİŞİK KESME (MAHKEME KARARI)  (3466 S.K. 16. MD.),Bitiş Tarihi,2
1468,"J.GN.K.KARARI (DİSİPLİNSİZLİK)  (3466 S.K. 15. MD. VE UZM.J.ATAMA VE SİC.YÖN.70,71. MD.)",Bitiş Tarihi,2
1469,"J.GN.K.KARARI (AHLAKİ DURUM)  (3466 S.K. 15. MD. VE UZM.J.ATAMA VE SİC.YÖN.70,71. MD.)",Bitiş Tarihi,2
1470,J.GN.K.KARARI (FİRAR),Bitiş Tarihi,2
1471,GÖREV BAŞI EĞİTİMİNDE BAŞARISIZLIK (3466 S.K.  16/A VE UZM.J.ATAMA VE SİC.YÖN.83. MD.),Bitiş Tarihi,2
1472,SÖZLEŞMELİ ASTSUBAYLIĞA İLK NASIP (926 S.K. 82. MD.),Başlama Tarihi,1
1473,UZMAN JANDARMALIKTAN ASTSUBAYLIĞA GEÇİŞ (926 S.K. 82. MD.),Başlama Tarihi,5
1474,YÜKSELEMEDİ (ÖĞRENİM EKSİKLİĞİ) (926 S.K. 32. MD),Başlama Tarihi,5
1475,YÜKSELEMEDİ (926 S.K. EK GEÇİCİ 81. MD.),Başlama Tarihi,5
1476,JAN. GENEL KOMUTANLIĞI KARARI (DİSİPLİNSİZLİK)(926 S.K. 50/C FIK.),Bitiş Tarihi,2
1477,JAN. GENEL KOMUTANLIĞI KARARI (FİRAR)(926 S.K. 50/C FIK.),Bitiş Tarihi,2
1478,AÇIKTAN ATANMA (657 S.K. 36/A-4 FIK. GEREĞİ),Başlama Tarihi,1
1479,AÇIKTAN ATANMA (657 S.K. 36/A-4 VE 6-B FIK. GEREĞİ),Başlama Tarihi,1
1480,"832 S.K. 100. MD. GEREĞİ 657 S.K. 65,64.MD. TERFİ",Başlama Tarihi,5
1481,832 S.K. 9. MD.GEREĞİ DERECE TERFİ,Başlama Tarihi,5
1482,832 S.K. 9. MD.GEREĞİ.MESLEK SINAVINI VERDİĞİNDEN,Başlama Tarihi,5
1483,2949 S.K. GEREĞİ 832 S.K. 21. MD. ATAMA,Başlama Tarihi,5
1484,BİRİNCİ SINIF OLDUKTAN SONRA 3 YILINI DOLDURMA,Başlama Tarihi,5
1485,T.B.M.M.GENEL KURULUNCA SAYIŞTAY BAŞKANLIĞINA SEÇİLMİŞTİR. (KAMU İDARESİ İÇİ),Başlama Tarihi,5
1486,T.B.M.M.GENEL KURULUNCA SAYIŞTAY BAŞKANLIĞINA SEÇİLMİŞTİR. (KAMU İDARESİ DIŞI),Başlama Tarihi,5
1487,T.B.M.M.GENEL KURULUNCA SAYIŞTAY ÜYELİĞİNE SEÇİLMİŞTİR. (KAMU İDARESİ İÇİ),Başlama Tarihi,5
1488,T.B.M.M.GENEL KURULUNCA SAYIŞTAY ÜYELİĞİNE SEÇİLMİŞTİR. (KAMU İDARESİ DIŞI),Başlama Tarihi,5
1489,SAYIŞTAY GENEL KURULUNCA DAİRE BAŞKANI SEÇİLMİŞTİR.,Başlama Tarihi,5
1490,2802 S.K. 13. MD.GEREĞİ İNTİBAK (24.12.2005),Başlama Tarihi,5
1491,6085 S.K. 63. MD. VE 2802 S.K.19 VE 20. MD. GEREĞİ KADEME TERFİ,Başlama Tarihi,5
1492,6085 S.K. 63. MD. GEREĞİ DERECE TERFİ,Başlama Tarihi,5
1493,6085 S.K. 63. MD VE 2802 S.K. 31. MD.GEREĞİ (YÜKSEK LİSANS),Başlama Tarihi,5
1494,6085 S.K. 63. MD. VE 2802 S.K.31. MD. GEREĞİ (DOKTORA),Başlama Tarihi,5
1495,6085 S.K. GEÇ. 4. MD. GEREĞİ ATANMA,Başlama Tarihi,5
1496,AÇIKTAN ATANMA (6085 S.K. 17. MD. VE 2802 S.K. 9. MD. GEREĞİ),Başlama Tarihi,1
1497,NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI) (6085 S.K. 17. MD. VE 2802 S.K. 9. MD. GEREĞİ),Başlama Tarihi,5
1498,6085 S.K. 17. MD. 9.BENDİ UYARINCA DENETÇİ YARDIMCILIĞINA ATANMA,Başlama Tarihi,5
1499,6085 S.K. 17. MD. GEREĞİ MESLEK SINAVINI VERDİĞİNDEN,Başlama Tarihi,5
1500,BAKANLAR KURULU KARARIYLA ATANMA (KAMU İDARESİ İÇİ),Başlama Tarihi,5
1501,BAKANLAR KURULU KARARIYLA ATANMA (KAMU İDARESİ DIŞI),Başlama Tarihi,5
1502,AÇIKTAN ATANMA (2828 S.K. GEÇ. 4. MD. ),Başlama Tarihi,1
1503,İLK ATANMA (5784 S.K. GEÇ. 2. MD. GER. SÖZ. İKEN KADROYA GEÇİŞ),Başlama Tarihi,1
1504,BİRİNCİ SINIF OLDUKTAN SONRA 6 YILINI DOLDURMA (KISTAS AYLIĞININ YÜKSELTİLMESİ),Başlama Tarihi,5
1505,832 S.K. 100. MD. VE 657 S.K.  36. MD. A BEN. 9 FIK. (MASTER),Başlama Tarihi,5
1506,832 S.K. 100. MD. VE 657 S.K.  36. MD. A BEN. 9 FIK. (DOKTORA),Başlama Tarihi,5
1507,2802 S.K. 9. 13. VE 15. MD. GÖRE MÜKTESEBİNE GETİRİLMİŞTİR.,Başlama Tarihi,5
1508,YAN DAL ARAŞTIRMA GÖREVLİLİĞİNE ATANMA,Başlama Tarihi,5
1509,2547 S.K. 38. MD.GER. GEÇİÇİ GÖREVLENDİRME NED. AYRILIŞ,Bitiş Tarihi,6
1510,2547 S.K. 38. MD.GER. GEÇİÇİ GÖREVLENDİRME NED. BAŞLAMA,Başlama Tarihi,5
1511,GÖREV SÜRESİNİN UZATILMASI (YRD.DOÇ. KADROSUNA YENİDEN ATANMA),Başlama Tarihi,5
1512,NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI) (MECBURİ HİZMETLİ OLARAK),Başlama Tarihi,5
1513,NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ) (MECBURİ HİZMETLİ OLARAK),Başlama Tarihi,5
1514,AÇIKTAN ATANMA (MECBURİ HİZMETLİ OLARAK),Başlama Tarihi,1
1515,ATANMA (MECBURİ HİZMETLİ OLARAK - GÖREVDE İKEN),Başlama Tarihi,5
1516,1214 SAYILI KANUN GEREĞİ İNTİBAK,Başlama Tarihi,5
1517,1425 SAYILI KANUN GEREĞİ İNTİBAK,Başlama Tarihi,5
1518,"KADRO, UNVAN DEĞİŞİKLİĞİ VE TERFİ(K.H.A. GÖREV/ÖDEME AYLIĞI VE E.K.E.A)",Başlama Tarihi,5
1519,"BİRİM, UNVAN VE KADRO DEĞİŞİKLİĞİ",Başlama Tarihi,5
1520,SANATTA YETERLİLİĞİN DEĞERLENDİRİLMESİ (657 S.K. 36. MD. A BEND. 9. FIK),Başlama Tarihi,5
1521,GÖREVDEN ÇEKİLMİŞ SAYMA (DİSİPLİN SORUŞTURMASI SONUCU),Bitiş Tarihi,2
1522,633 S.K. GEÇ. 13. MD. GEREĞİ UNVAN DEĞİŞİKLİĞİ,Başlama Tarihi,5
1523,İLİŞİK KESME (TIPTA UZMANLIK EĞTİMİNİ TAMAMLAYAMAMASI),Bitiş Tarihi,2
1524,NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI) (YAN DAL UZMANLIĞI),Başlama Tarihi,5
1525,NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ) (YAN DAL UZMANLIĞI),Başlama Tarihi,5
1526,AÇIKTAN ATANMA (YAN DAL UZMANLIĞI İÇİN),Başlama Tarihi,1
1527,657 S.K. 43/B VE 68/B MD. GEREĞİNCE,Başlama Tarihi,5
1528,NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ) VE KADRO DERECE DEĞİŞİKLİĞİ ,Başlama Tarihi,5
1529,KADRO DERECE DEĞİŞİKLİĞİ VE TASHİH ONAYI (İNTİBAKI DÜZELTİLDİ),Başlama Tarihi,5
1530,AYLIKSIZ İZİN DÖNÜŞÜ GÖREVE BAŞLAMA VE KADRO DEĞİŞİKLİĞİ,Başlama Tarihi,1
1531,ASKERLİK DÖNÜŞÜ GÖREVE BAŞLAMA VE KADRO DEĞİŞİKLİĞİ,Başlama Tarihi,1
1532,"ASKERLİK DÖNÜŞÜ GÖREVE BAŞLAMA, ASK. SÜRESİ İNT. DEĞER. VE KADRO DEĞİŞİKLİĞİ",Başlama Tarihi,1
1533,AÇIKTAN ATANMA (832 S.K. 9. MD. GEREĞİ),Başlama Tarihi,1
1534,NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI)(832 S.K. 9.MD.GEREĞİ ATANMA),Başlama Tarihi,5
1535,NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ)(832 S.K. 9.MD.GEREĞİ ATANMA,Başlama Tarihi,5
1536,832 S.K. 9.MD.GEREĞİ DENETÇİ YARDIMCILIĞINA ATANMIŞTIR.,Başlama Tarihi,5
1537,UNVAN DEĞİŞİKLİĞİ (832 S.K. 9. MD.GER. DERECE TERFİ),Başlama Tarihi,5
1538,UNVAN DEĞİŞİKLİĞİ (6085 S.K. 63. MD. GER. DERECE TERFİ),Başlama Tarihi,5
1539,2802 S.K. VE 5435 S.K. GEREĞİ İNTİBAK(24.12.2005),Başlama Tarihi,5
1540,UNVAN DEĞİŞİKLİĞİ (2802 S.K.  9. 13. VE 15. MD. GÖRE MÜKTESEBİNE GETİRİLMİŞTİR.),Başlama Tarihi,5
1541,UNVAN DEĞİŞİKLİĞİ (2802 S.K. VE 5435 S.K. GEREĞİ İNTİBAK),Başlama Tarihi,5
1542,UNVAN DEĞİŞİKLİĞİ (2802 S.K. 13. MD. GEREĞİ İNTİBAK),Başlama Tarihi,5
1543,EMEKLİLİK (5510 S.K. GEÇ. 4. MD. GÖRE SAKATLIK),Başlama Tarihi,5
1544,657 S.K. 45. 68/A VE 76. MD. GEREĞİ,Başlama Tarihi,5
1545,"657 S.K. 43/B, 68/A VE 76. MD. GEREĞİ",Başlama Tarihi,5
1546,657 S.K. 67. VE 76. MD. GEREĞİ,Başlama Tarihi,5
1547,657 S.K. 84. VE 159. MD. GEREĞİ,Başlama Tarihi,5
1548,"657 S.K. 68/A, 76. VE161/A MD. GEREĞİ",Başlama Tarihi,5
1549,657 S.K. 36. MD. 12/D ÖĞRENİM DEĞ. VE 76. MD. GEREĞİ,Başlama Tarihi,5
1550,"AÇIKTAN ATAMA(657 S.K. 36/A, 45. 48. VE 54. MD. GEREĞİ)",Başlama Tarihi,1
1551,657 S.K. 68/A VE 76. MD. GEREĞİ,Başlama Tarihi,5
1552,657 S.K. 58. 76. 83. VE 176. MD. GEREĞİ,Başlama Tarihi,5
1553,"657 S.K. 45. 68/A, 76. VE 161/A MD. GEREĞİ",Başlama Tarihi,5
1554,657 S.K. 45. 58. 84. 159. MD. GEREĞİ,Başlama Tarihi,5
1555,657 S.K. 36. MD. 12/D ÖĞRENİM DEĞ. 67. VE 76. MD. GEREĞİ,Başlama Tarihi,5
1556,"657 S.K. 43/B, 67. 76. VE 161/A MD. GEREĞİ",Başlama Tarihi,5
1557,"657 S.K. 43/B, 67. VE 161/A MD. GEREĞİ",Başlama Tarihi,5
1558,657 S.K. 64. VE 66. MD. GEREĞİ,Başlama Tarihi,5
1559,657 S.K. 64. MD 2. FIKR. VE  68. MD. A FIKR. GEREĞİ,Başlama Tarihi,5
1560,657 S.K. 68. MD. A BENDİ VE 66. MD. GEREĞİ,Başlama Tarihi,5
1561,MALİYE MESLEK LİSESİ YÖN. 6. MD. GEREĞİ MECBURİ HİZMETİN ERTELENMESİ,Bitiş Tarihi,2
1562,MECBURİ HİZMETİN ERTELENMESİ,Bitiş Tarihi,2
1563,HİZMET BİTİMİ GÖREVİNDEN AYRILMIŞTIR,Bitiş Tarihi,2
1564,BÜTÇE KANUNU UYARINCA (TERFİ VEYA BİRİM ADI DEĞİŞİKLİĞİ),Başlama Tarihi,5
1565,1173 S.K. 5. MD. GEREĞİ TERFİ,Başlama Tarihi,5
1566,3284 S.K. GEREĞİ TERFİ,Başlama Tarihi,5
1567,657 S.K. 4/B VE 4/C MD. TABİ İKEN KADROYA GEÇİRİLMİŞTİR,Başlama Tarihi,1
1568,MEMURİYETE GİRİŞTE  ÖĞRENİM FARKLI OLMASI NED.İNTİBAKI YAPILDI,Başlama Tarihi,5
1569,SÖZLEŞMELİ PERS.STATÜSÜNE GEÇTİ E.S. İLGİSİ DEVAM ETTİRİLDİ,Başlama Tarihi,5
1570,UNVAN DEĞİŞİKLİĞİ VE KADRO DERECE YÜKSELMESİ,Başlama Tarihi,5
1571,YÜRÜTMEYİ DURDUR. KARARI NED. ESKİ GÖREV UNVANINA İADE,Başlama Tarihi,5
1572,276 S.K.H.K. GEÇİCİ 1. VE 2. MD.GÖRE İNTİBAK,Başlama Tarihi,5
1573,4046 S.K. GEÇİCİ 9. MD.GEREĞİNCE İNTİBAK,Başlama Tarihi,5
1574,6253 S.K.GEÇİCİ 2. MD. GÖRE ATANMA,Başlama Tarihi,5
1575,6253 S.K. 29. VE GEÇ. 12. MD. GÖRE ATANMA,Başlama Tarihi,5
1576,6253 S.K. 30/2. MD. AYLIKSIZ İZİNDE BÜRO GÖREVLİSİ AYRILIŞ (GÖREVE DEVAM EDEN),Bitiş Tarihi,6
1577,6253 S.K. 30/2. MD. AYLIKSIZ İZİNDE GRUP DANIŞMANI AYRILIŞ (GÖREVE DEVAM EDEN),Bitiş Tarihi,6
1578,6253 S.K. 30/3. MD. AYLIKSIZ İZİNDE DANIŞMAN AYRILIŞ (GÖREVE DEVAM EDEN),Bitiş Tarihi,6
1579,6253 S.K. 30/3. MD. AYLIKSIZ İZİNDE İKİNCİ DANIŞMAN AYRILIŞ (GÖREVE DEVAM EDEN),Bitiş Tarihi,6
1580,657 S.K. 64. MD 2. FIKR. 90 PUAN (6 YILLIK SİCİL ORT. İLE 1 KADEME) VE  67. MD. GEREĞİ TERFİ,Başlama Tarihi,5
1581,MAHKEME KARARI GEREĞİNCE ESKİ GÖREV UNVANINA İADE,Başlama Tarihi,5
1582,ASKERLİK DÖNÜŞÜ GÖREVE BAŞLAMA VE ASK. SÜRESİ İLE 657 S.K. 64. MD. 90 PUAN SİC. ORT. 1 KADEME),Başlama Tarihi,1
1583,657 S.K. 64. VE 65. MD. GEREĞİ,Başlama Tarihi,5
1584,657 S.K. 86. MD. GEREĞİ VEKALETEN ATANMA (AYLIKSIZ),Başlama Tarihi,5
1585,657 S.K. 36. MD. A BEND. 6-B FIKR. (HAZIRLIK SINIFI) İPTAL EDİLDİ,Başlama Tarihi,5
1586,635 S.K.H.K. GEREĞİ BİRİM YAPILANMASI,Başlama Tarihi,5
1587,635 S.K.H.K. GEREĞİ GÜMRÜK VE TİCARET BAKANLIĞINA DEVİR,Bitiş Tarihi,6
1588,SÖZLEŞMELİ SİGORTALI İKEN KADROYA GEÇEREK EMEKLİ SANDIĞI İLE İLGİLENDİRİLDİ.(4572 S.K.),Başlama Tarihi,1
1589,İLK ATANMA VE 2547 S.K. GEÇİCİ 17. MD. İNTİBAKI YAPILDI,Başlama Tarihi,1
1590,İLK ATANMA VE 2547 S.K. GEÇİCİ 19. MD. İNTIBAKI YAPILDI,Başlama Tarihi,1
1591,657 S.K. 67. VE 161/A MD. GEREĞİ,Başlama Tarihi,5
1592,657 S.K. 58. VE 159. MD. GEREĞİ,Başlama Tarihi,5
1593,657 S.K. 6111 S.K. DEĞ. 64. MD. KALKINMADA ÖNCELİKLİ YÖREDE GÖREV NED.. 1 KADEME,Başlama Tarihi,5
1594,657 S.K. 159. MD. GEREĞİ TERFİ,Başlama Tarihi,5
1595,657 S.K. 161. MD. GEREĞİNCE TERFİLERİ DÜZELTİLDİ,Başlama Tarihi,5
1596,ORTAOKUL DİPLOMASI İPTAL EDİLMİŞTİR,Başlama Tarihi,5
1597,1416 S.K. MECBURİ HİZMET YÜKÜMLÜLÜĞÜNÜN TÜBİTAK'A DEVRİ NED. İLİŞİĞİ KESİLMİŞTİR.,Bitiş Tarihi,2
1598,5449 S.K. 18. MD. (KALKINMA AJANSLARI) GEREĞİNCE GÖREVDEN AYRILIŞ,Bitiş Tarihi,2
1599,5449 S.K. 18. MD. (KALKINMA AJANSLARI) GEREĞİNCE GÖREVE BAŞLAMA,Başlama Tarihi,1
1600,AÇIKTAN ATANMA (418 S.K.H.K.  15. MD.  EKLENEN 657 S.K. EK GEÇ. MD. İNTİBAKI YAPILDI),Başlama Tarihi,1
1601,665 S.K.H.K. GEREĞİ NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI),Başlama Tarihi,5
1602,665 S.K.H.K. GEREĞİ NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ),Başlama Tarihi,5
1603,665 S.K.H.K. GEREĞİ NAKLEN TAYİN GİDEN (KAMU İDARESİ DIŞI),Bitiş Tarihi,6
1604,665 S.K.H.K. GEREĞİ NAKLEN TAYİN GİDEN (KAMU İDARESİ İÇİ),Bitiş Tarihi,6
1605,641 S.K.H.K. GEREĞİ KALKINMA BAKANLIĞINA DEVİR,Bitiş Tarihi,6
1606,HİZMET SINIFI DEĞİŞİKLİĞİ (657 S.K 666 S.K.H.K. İLE GELEN  GEÇ. 39 MD.),Başlama Tarihi,5
1607,223. S.K.H.K 40 MD. GEREĞİ  AYLIKSIZ İZİNLİ İKEN KURUMDA GÖREVLİ AYRILIŞ,Bitiş Tarihi,6
1608,223. S.K.H.K 40 MD. GEREĞİ AYLIKSIZ İZİNLİ İKEN KURUMA BAŞLAYIŞ,Başlama Tarihi,5
1609,NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ) SINIF VE UNVAN DEĞİŞİKLİĞİ,Başlama Tarihi,5
1610,NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI) SINIF VE UNVAN DEĞİŞİKLİĞİ,Başlama Tarihi,5
1611,NAKLEN TAYİN GİDEN (KAMU İDARESİ İÇİ) OLUMSUZ SİCİL NEDENİYLE,Bitiş Tarihi,6
1612,AÇIKTAN ATANMA (657 S.K. 36/A-5 2595 S.K. 45 MD),Başlama Tarihi,1
1613,AÇIKTAN ATANMA (2577 S.K. 28. MD. GEREĞİ),Başlama Tarihi,1
1614,AÇIKTAN ATANMA (2577 S.K. 52. MD. GEREĞİ),Başlama Tarihi,1
1615,SÖZLEŞMELİ SİGORTALI İKEN KADROYA GEÇEREK EMEKLİ SANDIĞI İLE İLGİLENDİRİLDİ.(4924 S.K. 9. MD),Başlama Tarihi,1
1616,663 S.K.H.K. GEÇ 11. MD. GEREĞİ VEKİLLİKTEN 657 S.K. 4/B GEÇİŞ,Bitiş Tarihi,2
1617,NAKLEN TAYİN GİDEN (KAMU İDARESİ İÇİ)(657 S.K. 72. VE 76. MD. GEREĞİ),Bitiş Tarihi,6
1618,NAKLEN TAYİN GİDEN (KAMU İDARESİ İÇİ)(657 S.K. 68. 76. VE 161. MD. GEREĞİ),Bitiş Tarihi,6
1619,NAKLEN TAYİN GİDEN (KAMU İDARESİ İÇİ)(657 S.K. 68. VE 76. MD. GEREĞİ),Bitiş Tarihi,6
1620,"NAKLEN TAYİN GİDEN (KAMU İDARESİ İÇİ)(657 S.K. 36. MD A-4, 71. VE 76. MD. GEREĞİ)",Bitiş Tarihi,6
1621,5434 S.K. 2559 S.K. İLE DEĞ. 15/H MD. GEREĞİNCE,Başlama Tarihi,5
1622,6318 S.K. GEÇİCİ 6. MD. GEREĞİ İNTİBAK,Başlama Tarihi,5
1623,3096 S.K. UYARINCA DEVİR  NEDENİYLE İLİŞİĞİ KESİLMİŞTİR (ÖZELLEŞTİRME),Bitiş Tarihi,2
1624,4046 S.K. UYARINCA DEVİR NEDENİYLE İLİŞİĞİ KESİLMİŞTİR (ÖZELLEŞTİRME)   ,Bitiş Tarihi,2
1625,NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ)(657 S.K. 68. VE 76. MD. GEREĞİ),Başlama Tarihi,5
1626,NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ)(657 S.K. 68. 76. VE 161. MD. GEREĞİ),Başlama Tarihi,5
1627,AİLE HEKİMLİĞİNDE İKEN KADEME TERFİ,Başlama Tarihi,5
1628,AİLE HEKİMLİĞİNDE İKEN DERECE TERFİ,Başlama Tarihi,5
1629,657 S.K. 64. MD. 527 S.K.H.K. (İPTALLİ TERFİ),Başlama Tarihi,5
1630,657 S.K. 64. MD. 527 S.K.H.K. GER. GEÇMİŞ HAK TERFİSİ,Başlama Tarihi,5
1631,AİLE HEKİMLİĞİNDE İKEN 657 S.K. 64. MD. 527 S.K.H.K. (KADEME İLERLEMESİ),Başlama Tarihi,5
1632,AİLE HEKİMLİĞİNDE İKEN 657 S.K. 64. MD. 527 S.K.H.K. (DERECE İLERLEMESİ),Başlama Tarihi,5
